txId,Degree,InDegree,outDgree,Between,PageRank,class
298746964,2,1,1,0.0,4.639401930276042e-06,unknown
300325880,1,0,1,0.0,1.7877641509957557e-06,unknown
299155120,2,1,1,0.0,3.343260095862983e-06,unknown
119241681,1,0,1,0.0,1.7877641509957557e-06,2
299157130,2,1,1,0.0,5.935543764689101e-06,unknown
298978393,1,0,1,0.0,1.7877641509957557e-06,unknown
298998451,1,0,1,0.0,1.7877641509957557e-06,unknown
198458740,2,1,1,0.0,4.615111304151239e-06,unknown
298717137,2,0,2,0.0,1.7877641509957557e-06,unknown
299197938,1,1,0,0.0,2.5655121234293693e-06,unknown
299337121,2,1,1,0.0,7.4424584573067215e-06,unknown
298956458,1,1,0,0.0,3.213583040635899e-06,unknown
233168020,1,0,1,0.0,1.7877641509957557e-06,2
290764190,1,0,1,0.0,1.7877641509957557e-06,unknown
62528090,1,1,0,0.0,4.615111304151239e-06,unknown
17380417,1,1,0,0.0,2.0470134751402936e-06,unknown
299068842,1,0,1,0.0,1.7877641509957557e-06,unknown
164595386,1,1,0,0.0,3.590311713790304e-06,unknown
270721148,1,1,0,0.0,1.982201144104159e-06,2
298989501,2,1,1,0.0,5.392859276584852e-06,unknown
301215491,1,1,0,0.0,2.5655121234293693e-06,2
299048351,2,1,1,0.0,3.861653957842429e-06,unknown
299140774,1,1,0,0.0,2.090365231369909e-06,unknown
257433496,1,0,1,0.0,1.7877641509957557e-06,2
298741641,3,1,2,0.0,1.1302632588058636e-05,unknown
301264143,1,1,0,0.0,1.4158904357396172e-05,unknown
58218761,1,1,0,0.0,2.714796321378434e-06,unknown
150964698,2,1,1,0.0,4.428629072071482e-06,unknown
298789166,1,0,1,0.0,1.7877641509957557e-06,unknown
299047466,1,0,1,0.0,1.7877641509957557e-06,2
299047453,2,1,1,0.0,3.343260095862983e-06,2
299178564,1,1,0,0.0,2.142278099017541e-06,1
299071900,1,1,0,0.0,4.639401930276042e-06,unknown
298761451,2,0,2,0.0,1.7877641509957557e-06,unknown
299134794,1,1,0,0.0,2.5655121234293693e-06,unknown
299181777,2,1,1,2.4537829972468554e-08,7.4424584573067215e-06,unknown
299189255,1,0,1,0.0,1.7877641509957557e-06,unknown
298716485,2,0,2,0.0,1.7877641509957557e-06,unknown
298985052,1,0,1,0.0,1.7877641509957557e-06,2
175671403,2,1,1,0.0,3.343260095862983e-06,unknown
299155132,1,0,1,0.0,1.7877641509957557e-06,unknown
299080851,2,0,2,0.0,1.7877641509957557e-06,unknown
299080846,1,1,0,0.0,2.5655121234293693e-06,unknown
299112287,1,1,0,0.0,4.428629072071482e-06,unknown
298687604,1,0,1,0.0,1.7877641509957557e-06,2
299140855,1,0,1,0.0,1.7877641509957557e-06,unknown
299089392,1,0,1,0.0,1.7877641509957557e-06,unknown
299399994,2,2,0,0.0,1.104755358289582e-05,unknown
299488140,2,1,1,0.0,7.4424584573067215e-06,unknown
301187369,2,1,1,0.0,7.4424584573067215e-06,unknown
275161943,1,0,1,0.0,1.7877641509957557e-06,2
298721770,1,0,1,0.0,1.7877641509957557e-06,unknown
298689236,2,1,1,0.0,2.5655121234293693e-06,unknown
299710952,1,1,0,0.0,3.885944583967232e-06,unknown
118798208,2,1,1,0.0,3.861653957842429e-06,unknown
298998914,1,1,0,0.0,2.5655121234293693e-06,2
299375086,1,1,0,0.0,3.861653957842429e-06,unknown
299111832,2,1,1,0.0,3.343260095862983e-06,unknown
299117554,2,1,1,0.0,7.4424584573067215e-06,unknown
299341407,1,1,0,0.0,5.392859276584852e-06,unknown
298725216,2,0,2,0.0,1.7877641509957557e-06,unknown
298992310,1,1,0,0.0,2.836854367481494e-06,unknown
299093243,1,0,1,0.0,1.7877641509957557e-06,2
298983818,2,1,1,0.0,5.392859276584852e-06,unknown
298978391,1,0,1,0.0,1.7877641509957557e-06,unknown
298989778,2,1,1,0.0,4.615111304151239e-06,unknown
299347801,1,1,0,0.0,3.108196611533618e-06,2
233974936,2,1,1,0.0,4.428629072071482e-06,unknown
255645194,1,1,0,0.0,2.5655121234293693e-06,unknown
300465418,1,1,0,0.0,2.5655121234293693e-06,2
298963230,1,0,1,0.0,1.7877641509957557e-06,unknown
298958923,1,0,1,0.0,1.7877641509957557e-06,unknown
298712824,2,1,1,0.0,2.3062627992848314e-06,2
300265216,1,0,1,0.0,1.7877641509957557e-06,1
298725737,1,0,1,0.0,1.7877641509957557e-06,unknown
299178067,1,1,0,0.0,3.861653957842429e-06,1
298745884,2,0,2,0.0,1.7877641509957557e-06,unknown
299113422,1,0,1,0.0,1.7877641509957557e-06,unknown
300442911,1,1,0,0.0,2.836854367481494e-06,unknown
298776526,1,0,1,0.0,1.7877641509957557e-06,2
299329271,1,1,0,0.0,3.5603338911046825e-06,1
300639912,1,0,1,0.0,1.7877641509957557e-06,unknown
300581345,1,1,0,0.0,2.836854367481494e-06,unknown
300548529,1,0,1,0.0,1.7877641509957557e-06,unknown
300258522,1,0,1,0.0,1.7877641509957557e-06,unknown
300287158,1,0,1,0.0,1.7877641509957557e-06,unknown
264117110,1,0,1,0.0,1.7877641509957557e-06,2
299064662,1,0,1,0.0,1.7877641509957557e-06,unknown
301187384,2,1,1,0.0,7.4424584573067215e-06,unknown
298739462,1,0,1,0.0,1.7877641509957557e-06,unknown
298933986,2,0,2,0.0,1.7877641509957557e-06,unknown
241288896,1,1,0,0.0,2.5655121234293693e-06,unknown
299150054,1,0,1,0.0,1.7877641509957557e-06,unknown
299160413,2,1,1,0.0,3.343260095862983e-06,unknown
295304231,1,0,1,0.0,1.7877641509957557e-06,unknown
298739794,1,0,1,0.0,1.7877641509957557e-06,unknown
298732414,1,0,1,0.0,1.7877641509957557e-06,unknown
250480377,1,0,1,0.0,1.7877641509957557e-06,unknown
299178053,2,1,1,0.0,2.1350423058428176e-06,unknown
299178017,1,1,0,0.0,2.1236312385785145e-06,1
299177991,1,0,1,0.0,1.7877641509957557e-06,2
276921977,2,2,0,0.0,2.4915072730216043e-05,unknown
299011794,1,0,1,0.0,1.7877641509957557e-06,unknown
300525575,1,0,1,0.0,1.7877641509957557e-06,unknown
299064656,1,0,1,0.0,1.7877641509957557e-06,unknown
23247761,1,0,1,0.0,1.7877641509957557e-06,unknown
299367491,1,0,1,0.0,1.7877641509957557e-06,2
299181040,1,1,0,0.0,5.935543764689101e-06,unknown
299013014,2,0,2,0.0,1.7877641509957557e-06,2
298979980,1,0,1,0.0,1.7877641509957557e-06,2
298978394,2,1,1,0.0,2.5655121234293693e-06,unknown
298992361,1,1,0,0.0,4.639401930276042e-06,unknown
298799078,3,1,2,0.0,5.935543764689101e-06,unknown
299336698,2,1,1,0.0,7.4424584573067215e-06,unknown
298952475,2,1,1,0.0,1.3470117227777205e-05,unknown
298965881,2,1,1,3.533447516035472e-07,5.392859276584852e-06,unknown
298993591,1,0,1,0.0,1.7877641509957557e-06,unknown
299107788,1,1,0,0.0,2.5655121234293693e-06,2
298998301,1,1,0,0.0,2.5655121234293693e-06,2
18191283,1,0,1,0.0,1.7877641509957557e-06,unknown
298985050,1,0,1,0.0,1.7877641509957557e-06,2
299699653,1,1,0,0.0,2.4455947173706258e-06,unknown
300517794,1,1,0,0.0,1.982201144104159e-06,unknown
143747517,1,1,0,0.0,2.5655121234293693e-06,unknown
300265229,1,0,1,0.0,1.7877641509957557e-06,1
299373439,1,1,0,0.0,7.4424584573067215e-06,unknown
298730746,1,0,1,0.0,1.7877641509957557e-06,unknown
299075447,1,1,0,0.0,2.5655121234293693e-06,unknown
299186943,1,1,0,0.0,4.615111304151239e-06,unknown
299074208,1,1,0,0.0,3.213583040635899e-06,unknown
299400358,1,1,0,0.0,3.885944583967232e-06,unknown
299351971,1,1,0,0.0,5.392859276584852e-06,unknown
298801780,1,0,1,0.0,1.7877641509957557e-06,unknown
298978204,1,0,1,0.0,1.7877641509957557e-06,2
301302503,1,1,0,0.0,2.3786207310320648e-06,unknown
299197502,2,0,2,0.0,1.7877641509957557e-06,unknown
298696313,2,0,2,0.0,1.7877641509957557e-06,unknown
300509437,1,1,0,0.0,2.836854367481494e-06,unknown
115335324,1,1,0,0.0,2.6478626627384763e-06,unknown
299325823,1,1,0,0.0,2.7343256087549236e-06,unknown
299156496,1,0,1,0.0,1.7877641509957557e-06,unknown
299043789,1,1,0,0.0,4.615111304151239e-06,2
299175875,1,1,0,0.0,2.142278099017541e-06,1
299080830,1,1,0,0.0,2.1470957643479307e-06,unknown
299192458,1,1,0,0.0,5.935543764689101e-06,unknown
298807527,2,0,2,0.0,1.7877641509957557e-06,unknown
298978389,1,0,1,0.0,1.7877641509957557e-06,unknown
299149639,1,1,0,0.0,3.2014377275734973e-06,unknown
17295662,2,1,1,0.0,7.4424584573067215e-06,unknown
298958843,1,1,0,0.0,3.590311713790304e-06,unknown
301179294,1,1,0,0.0,2.3072618104179943e-06,unknown
299191284,1,1,0,0.0,4.615111304151239e-06,unknown
299012360,1,0,1,0.0,1.7877641509957557e-06,unknown
299073835,1,1,0,0.0,2.153131788779626e-06,unknown
300218308,1,1,0,0.0,1.9605970337587806e-06,unknown
219431627,1,0,1,0.0,1.7877641509957557e-06,2
299189257,1,1,0,0.0,4.615111304151239e-06,2
299112724,1,0,1,0.0,1.7877641509957557e-06,unknown
300926909,1,1,0,0.0,4.639401930276042e-06,unknown
294668971,2,1,1,0.0,7.4424584573067215e-06,unknown
300443190,1,1,0,0.0,3.705049754599149e-06,2
298733817,2,0,2,0.0,1.7877641509957557e-06,unknown
298978386,2,0,2,0.0,1.7877641509957557e-06,unknown
28332671,1,1,0,0.0,2.267085551896604e-06,unknown
299139262,1,0,1,0.0,1.7877641509957557e-06,unknown
13157971,1,0,1,0.0,1.7877641509957557e-06,unknown
228274248,1,1,0,0.0,2.0470134751402936e-06,2
261369737,1,0,1,0.0,1.7877641509957557e-06,unknown
299187852,1,1,0,0.0,4.615111304151239e-06,2
298978384,1,0,1,0.0,1.7877641509957557e-06,unknown
298952187,1,0,1,0.0,1.7877641509957557e-06,unknown
66597720,1,0,1,0.0,1.7877641509957557e-06,unknown
255645195,2,1,1,3.4843718560905345e-07,5.935543764689101e-06,unknown
299381591,1,1,0,0.0,5.911253138564299e-06,unknown
246306218,1,1,0,0.0,2.5655121234293693e-06,unknown
299192431,1,1,0,0.0,4.639401930276042e-06,2
299155139,1,0,1,0.0,1.7877641509957557e-06,unknown
235079772,1,1,0,0.0,5.392859276584852e-06,2
298954273,1,0,1,0.0,1.7877641509957557e-06,unknown
198522699,1,0,1,0.0,1.7877641509957557e-06,2
300438048,1,1,0,0.0,2.668052458020997e-06,2
300271260,1,0,1,0.0,1.7877641509957557e-06,1
299108516,1,0,1,0.0,1.7877641509957557e-06,unknown
299115624,1,1,0,0.0,3.885944583967232e-06,unknown
300648850,1,0,1,0.0,1.7877641509957557e-06,unknown
300501024,2,2,0,0.0,4.121008068296597e-06,unknown
299140847,1,0,1,0.0,1.7877641509957557e-06,unknown
298958947,1,0,1,0.0,1.7877641509957557e-06,unknown
301227016,1,1,0,0.0,3.0880068162510966e-06,unknown
300312992,1,1,0,0.0,2.1766381372125623e-06,unknown
299155666,1,0,1,0.0,1.7877641509957557e-06,2
245878950,1,0,1,0.0,1.7877641509957557e-06,2
299338852,1,1,0,0.0,4.639401930276042e-06,unknown
300262599,1,0,1,0.0,1.7877641509957557e-06,unknown
299036062,1,1,0,0.0,4.615111304151239e-06,unknown
298977132,1,1,0,0.0,3.213583040635899e-06,unknown
298745878,1,1,0,0.0,2.5655121234293693e-06,unknown
299191965,1,0,1,0.0,1.7877641509957557e-06,2
271012840,1,1,0,0.0,7.4424584573067215e-06,unknown
201615479,2,1,1,0.0,7.4424584573067215e-06,unknown
299066207,1,0,1,0.0,1.7877641509957557e-06,2
298952177,1,0,1,0.0,1.7877641509957557e-06,2
300549857,2,1,1,0.0,5.392859276584852e-06,unknown
298953494,1,1,0,0.0,5.935543764689101e-06,unknown
299178846,1,1,0,0.0,4.039919686291954e-06,1
269233363,1,1,0,0.0,3.705049754599149e-06,unknown
298985027,1,0,1,0.0,1.7877641509957557e-06,unknown
299136291,2,1,1,0.0,3.343260095862983e-06,unknown
299155125,1,0,1,0.0,1.7877641509957557e-06,unknown
298740983,1,0,1,0.0,1.7877641509957557e-06,unknown
299051156,1,1,0,0.0,2.1470957643479307e-06,unknown
299191261,1,1,0,0.0,3.761255850120365e-06,unknown
298688037,1,0,1,0.0,1.7877641509957557e-06,unknown
299373443,1,1,0,0.0,4.615111304151239e-06,unknown
299150042,1,0,1,0.0,1.7877641509957557e-06,2
298693346,1,0,1,0.0,1.7877641509957557e-06,unknown
299019658,1,0,1,0.0,1.7877641509957557e-06,unknown
69421696,1,1,0,0.0,8.770104976905472e-06,unknown
299187828,1,1,0,0.0,4.615111304151239e-06,unknown
299036195,1,1,0,0.0,3.861653957842429e-06,unknown
298721677,1,0,1,0.0,1.7877641509957557e-06,unknown
298972142,1,0,1,0.0,1.7877641509957557e-06,unknown
299166495,1,1,0,0.0,3.463856648775038e-06,unknown
299187487,1,0,1,0.0,1.7877641509957557e-06,unknown
300603747,1,0,1,0.0,1.7877641509957557e-06,unknown
299178569,1,1,0,0.0,3.213583040635899e-06,unknown
299197885,1,0,1,0.0,1.7877641509957557e-06,unknown
299113424,1,0,1,0.0,1.7877641509957557e-06,unknown
298965148,2,1,1,0.0,7.4424584573067215e-06,unknown
300516237,1,1,0,0.0,2.3786207310320648e-06,unknown
298972152,1,0,1,0.0,1.7877641509957557e-06,unknown
124277191,1,1,0,0.0,3.108196611533618e-06,unknown
298992344,1,1,0,0.0,4.615111304151239e-06,unknown
298715796,1,0,1,0.0,1.7877641509957557e-06,unknown
299391657,1,1,0,0.0,3.2014377275734973e-06,unknown
299013685,1,1,0,0.0,2.5655121234293693e-06,unknown
299388053,1,1,0,0.0,4.615111304151239e-06,unknown
299108948,1,1,0,0.0,5.392859276584852e-06,unknown
298983802,2,1,1,0.0,3.343260095862983e-06,unknown
298693546,1,0,1,0.0,1.7877641509957557e-06,unknown
300479916,1,1,0,0.0,1.9605970337587806e-06,unknown
298983798,1,0,1,0.0,1.7877641509957557e-06,unknown
299178449,1,1,0,0.0,5.935543764689101e-06,unknown
299155130,1,0,1,0.0,1.7877641509957557e-06,unknown
298718020,1,1,0,0.0,2.3062627992848314e-06,unknown
299171728,1,1,0,0.0,4.615111304151239e-06,unknown
300969280,1,1,0,0.0,4.639401930276042e-06,2
299126204,1,1,0,0.0,9.160146008128905e-06,2
300317561,1,0,1,0.0,1.7877641509957557e-06,unknown
299163477,1,1,0,0.0,2.3062627992848314e-06,unknown
299329689,1,1,0,0.0,3.660794870612524e-06,1
299067473,1,0,1,0.0,1.7877641509957557e-06,unknown
299185442,1,0,1,0.0,1.7877641509957557e-06,unknown
298704104,1,0,1,0.0,1.7877641509957557e-06,unknown
298721683,1,0,1,0.0,1.7877641509957557e-06,unknown
299104616,1,0,1,0.0,1.7877641509957557e-06,unknown
238632645,1,1,0,0.0,3.590311713790304e-06,unknown
236002129,1,1,0,0.0,3.108196611533618e-06,unknown
299344296,1,1,0,0.0,3.213583040635899e-06,unknown
299160411,1,0,1,0.0,1.7877641509957557e-06,unknown
300269790,1,0,1,0.0,1.7877641509957557e-06,unknown
299009439,1,1,0,0.0,4.615111304151239e-06,unknown
299191964,1,0,1,0.0,1.7877641509957557e-06,2
299197881,1,0,1,0.0,1.7877641509957557e-06,unknown
299042861,1,1,0,0.0,2.5655121234293693e-06,1
299099025,1,1,0,0.0,2.3062627992848314e-06,unknown
299068815,1,1,0,0.0,2.098863339969201e-06,unknown
234787020,1,0,1,0.0,1.7877641509957557e-06,unknown
383076763,18,18,0,0.0,2.31927147569551e-05,2
365278432,2,1,1,0.0,7.4424584573067215e-06,unknown
386034554,2,1,1,0.0,7.4424584573067215e-06,unknown
382908251,2,1,1,0.0,7.4424584573067215e-06,unknown
337739294,2,1,1,0.0,7.4424584573067215e-06,unknown
382951479,1,0,1,0.0,1.7877641509957557e-06,unknown
379981859,9,9,0,0.0,1.86557983632758e-05,unknown
348326306,1,0,1,0.0,1.7877641509957557e-06,unknown
383455765,7,7,0,0.0,1.2095046572917223e-05,2
386048109,2,0,2,0.0,1.7877641509957557e-06,unknown
323316519,1,1,0,0.0,2.5655121234293693e-06,unknown
386009811,2,0,2,0.0,1.7877641509957557e-06,unknown
386046310,3,2,1,0.0,4.121008068296597e-06,unknown
382909129,3,1,2,4.41680939504434e-08,7.4424584573067215e-06,unknown
382979098,36,35,1,4.907565994493711e-09,6.733411853367906e-05,2
382985372,3,1,2,0.0,5.935543764689101e-06,unknown
328923500,15,14,1,0.0,4.521862568200965e-05,unknown
376207850,2,0,2,0.0,1.7877641509957557e-06,unknown
358800783,1,1,0,0.0,2.5655121234293693e-06,unknown
382914974,2,1,1,0.0,7.4424584573067215e-06,unknown
259732094,2,1,1,0.0,7.4424584573067215e-06,unknown
383032786,3,1,2,0.0,5.392859276584852e-06,unknown
254219289,2,1,1,0.0,3.861653957842429e-06,unknown
382920570,10,1,9,0.0,4.404338445946678e-06,unknown
382963221,2,1,1,0.0,2.355765241907613e-06,2
382877201,2,0,2,0.0,1.7877641509957557e-06,2
383041183,3,3,0,0.0,4.360327565577389e-06,2
386144938,2,1,1,0.0,7.4424584573067215e-06,unknown
383268305,2,1,1,0.0,7.4424584573067215e-06,unknown
326134513,2,1,1,0.0,2.5655121234293693e-06,unknown
382887431,3,1,2,0.0,3.343260095862983e-06,unknown
382999590,1,1,0,0.0,3.108196611533618e-06,unknown
14544800,6,0,6,0.0,1.7877641509957557e-06,unknown
382881154,2,1,1,0.0,2.0470134751402936e-06,2
376220680,3,1,2,0.0,7.4424584573067215e-06,unknown
382908852,3,1,2,0.0,7.4424584573067215e-06,unknown
382973358,2,1,1,0.0,3.3850050564863866e-06,unknown
383082766,1,1,0,0.0,4.544545586888221e-06,1
277058268,2,1,1,0.0,7.4424584573067215e-06,unknown
340686407,2,1,1,0.0,7.4424584573067215e-06,unknown
382907761,2,1,1,0.0,7.4424584573067215e-06,unknown
340880298,2,1,1,0.0,7.4424584573067215e-06,unknown
382971323,2,1,1,0.0,1.8654684565429447e-05,unknown
386320503,1,1,0,0.0,1.3470117227777205e-05,unknown
333664253,2,1,1,0.0,5.935543764689101e-06,unknown
383061183,1,1,0,0.0,7.4424584573067215e-06,unknown
382966985,3,1,2,0.0,7.4424584573067215e-06,unknown
382966983,1,1,0,0.0,4.615111304151239e-06,2
253788613,2,1,1,0.0,7.4424584573067215e-06,unknown
376195378,1,0,1,0.0,1.7877641509957557e-06,unknown
381089562,5,5,0,0.0,7.311977650122342e-06,unknown
254114773,2,0,2,0.0,1.7877641509957557e-06,unknown
381159266,26,26,0,0.0,3.323296807712893e-05,unknown
382979435,1,0,1,0.0,1.7877641509957557e-06,unknown
20469067,2,1,1,0.0,4.615111304151239e-06,unknown
271752166,2,1,1,0.0,5.392859276584852e-06,unknown
326409962,3,1,2,0.0,2.4268593521968864e-06,unknown
382886069,33,33,0,0.0,2.5311001661593367e-05,unknown
382882788,3,1,2,2.4537829972468554e-08,7.4424584573067215e-06,unknown
22476040,2,1,1,9.815131988987422e-09,4.615111304151239e-06,unknown
386048173,3,2,1,0.0,4.121008068296597e-06,unknown
383818569,5,4,1,1.4722697983481132e-08,1.4044620759996037e-05,unknown
381454466,2,1,1,0.0,4.639401930276042e-06,unknown
259525713,2,1,1,0.0,5.935543764689101e-06,unknown
385995391,3,1,2,1.9630263977974843e-08,3.590311713790304e-06,2
379573182,2,1,1,9.815131988987422e-09,3.213583040635899e-06,unknown
383226644,2,1,1,0.0,4.428629072071482e-06,unknown
386038168,2,1,1,0.0,7.4424584573067215e-06,unknown
376248487,2,0,2,0.0,1.7877641509957557e-06,unknown
379930881,4,4,0,0.0,6.2191885012680734e-06,2
320958259,1,0,1,0.0,1.7877641509957557e-06,unknown
382997214,109,109,0,0.0,0.0001738619809827017,unknown
376198017,2,0,2,0.0,1.7877641509957557e-06,unknown
322233172,2,1,1,0.0,7.4424584573067215e-06,unknown
382913648,2,1,1,0.0,7.4424584573067215e-06,unknown
116223157,2,0,2,0.0,1.7877641509957557e-06,unknown
382997295,2,1,1,0.0,2.5655121234293693e-06,unknown
376277520,1,0,1,0.0,1.7877641509957557e-06,unknown
1066033,25,1,24,0.0,3.2014377275734973e-06,unknown
380586131,1,1,0,0.0,1.8952764649635957e-06,2
382908239,2,1,1,0.0,3.590311713790304e-06,unknown
359596331,2,1,1,0.0,4.639401930276042e-06,unknown
89103867,8,1,7,0.0,2.268579453338428e-06,2
191536424,1,1,0,0.0,2.070268387878772e-06,unknown
382225199,1,0,1,0.0,1.7877641509957557e-06,2
330311650,7,7,0,0.0,1.498787418295034e-05,2
382894513,3,1,2,0.0,3.213583040635899e-06,unknown
382989698,89,88,1,1.4722697983481132e-08,0.00015905029736338719,2
382908276,3,1,2,0.0,7.4424584573067215e-06,unknown
381527431,2,1,1,0.0,4.615111304151239e-06,unknown
386080865,2,1,1,0.0,5.935543764689101e-06,unknown
386080967,3,1,2,0.0,7.4424584573067215e-06,unknown
376253512,3,1,2,0.0,3.590311713790304e-06,unknown
383045075,2,1,1,0.0,3.213583040635899e-06,unknown
376210249,2,0,2,0.0,1.7877641509957557e-06,1
385981365,1,1,0,0.0,2.5655121234293693e-06,1
165066411,2,1,1,0.0,7.4424584573067215e-06,1
74114769,2,1,1,0.0,7.4424584573067215e-06,1
376202499,2,0,2,0.0,1.7877641509957557e-06,unknown
209437436,3,3,0,0.0,4.121008068296597e-06,unknown
382983499,2,1,1,0.0,3.885944583967232e-06,unknown
329278279,1,1,0,0.0,5.935543764689101e-06,unknown
382914049,2,1,1,0.0,4.615111304151239e-06,unknown
382914055,2,1,1,0.0,5.392859276584852e-06,unknown
386143124,2,1,1,0.0,7.4424584573067215e-06,unknown
373132938,2,1,1,0.0,7.4424584573067215e-06,unknown
376192248,2,0,2,0.0,1.7877641509957557e-06,unknown
382978877,2,2,0,0.0,2.9543861096461764e-06,unknown
341402348,1,0,1,0.0,1.7877641509957557e-06,unknown
354225116,3,2,1,0.0,4.89875604073021e-06,unknown
222768525,2,1,1,0.0,5.392859276584852e-06,2
79187957,2,1,1,1.4722697983481132e-07,5.935543764689101e-06,2
383596476,1,0,1,0.0,1.7877641509957557e-06,unknown
386046317,3,2,1,0.0,1.050486909479157e-05,unknown
383042383,2,1,1,0.0,7.4424584573067215e-06,unknown
386083042,2,1,1,0.0,7.4424584573067215e-06,unknown
147359491,1,0,1,0.0,1.7877641509957557e-06,unknown
386137365,2,1,1,0.0,5.392859276584852e-06,unknown
370392396,2,1,1,0.0,5.935543764689101e-06,unknown
139720253,2,1,1,0.0,3.343260095862983e-06,unknown
379577305,2,1,1,0.0,3.885944583967232e-06,2
382990254,1,1,0,0.0,5.935543764689101e-06,2
381412324,2,1,1,0.0,7.4424584573067215e-06,unknown
334015307,2,1,1,0.0,7.4424584573067215e-06,unknown
338488898,1,0,1,0.0,1.7877641509957557e-06,unknown
381120038,24,24,0,0.0,3.4453178993207534e-05,2
12267710,7,0,7,0.0,1.7877641509957557e-06,unknown
386095359,39,39,0,0.0,5.0634040381600174e-05,2
327204507,4,1,3,0.0,2.1766381372125623e-06,unknown
382885689,15,13,2,0.0,1.1513258314696393e-05,unknown
376220941,2,1,1,0.0,3.861653957842429e-06,unknown
376220943,2,1,1,0.0,5.392859276584852e-06,unknown
375935763,5,0,5,0.0,1.7877641509957557e-06,unknown
379590635,17,16,1,0.0,1.3658398556647409e-05,unknown
376233298,2,0,2,0.0,1.7877641509957557e-06,unknown
381136451,2,1,1,0.0,2.5655121234293693e-06,unknown
323315372,1,1,0,0.0,3.885944583967232e-06,unknown
344669033,1,0,1,0.0,1.7877641509957557e-06,unknown
380202118,10,10,0,0.0,1.6152355168478236e-05,2
382912237,2,1,1,0.0,5.935543764689101e-06,unknown
382912243,2,1,1,0.0,7.4424584573067215e-06,unknown
382889671,3,1,2,0.0,3.861653957842429e-06,unknown
382890229,2,1,1,0.0,3.590311713790304e-06,unknown
379699684,1,0,1,0.0,1.7877641509957557e-06,unknown
382881484,2,1,1,0.0,3.343260095862983e-06,unknown
327629990,2,0,2,0.0,1.7877641509957557e-06,2
382970851,3,1,2,0.0,5.392859276584852e-06,unknown
382970849,1,1,0,0.0,3.861653957842429e-06,2
210014963,4,0,4,0.0,1.7877641509957557e-06,unknown
379698684,1,1,0,0.0,2.1766381372125623e-06,unknown
381318626,2,1,1,0.0,3.590311713790304e-06,unknown
381453909,2,1,1,0.0,4.639401930276042e-06,unknown
376230908,1,0,1,0.0,1.7877641509957557e-06,unknown
380138466,6,6,0,0.0,1.8131830987841824e-05,unknown
338814312,4,0,4,0.0,1.7877641509957557e-06,unknown
382886541,2,1,1,0.0,2.1766381372125623e-06,unknown
382894801,3,1,2,0.0,4.639401930276042e-06,unknown
382894834,2,1,1,0.0,3.861653957842429e-06,unknown
337701917,2,1,1,0.0,2.4268593521968864e-06,unknown
382879482,2,1,1,0.0,4.039919686291954e-06,unknown
376250736,2,0,2,0.0,1.7877641509957557e-06,2
196297661,3,3,0,0.0,4.639506716585673e-06,unknown
376239228,2,0,2,0.0,1.7877641509957557e-06,2
381120031,15,15,0,0.0,2.200921143426972e-05,2
376205461,1,0,1,0.0,1.7877641509957557e-06,2
376230675,1,0,1,0.0,1.7877641509957557e-06,2
226209294,3,3,0,0.0,5.6765040131638245e-06,2
26185679,26,0,26,0.0,1.7877641509957557e-06,2
382879173,2,1,1,0.0,1.8475909181060335e-06,unknown
12900934,2,1,1,0.0,7.4424584573067215e-06,unknown
380760323,2,1,1,0.0,7.4424584573067215e-06,unknown
376207833,1,0,1,0.0,1.7877641509957557e-06,1
386011230,25,23,2,0.0,2.8289815934367644e-05,2
382916428,1,0,1,0.0,1.7877641509957557e-06,unknown
141450188,4,3,1,0.0,1.1103348894206313e-05,2
381898699,4,3,1,0.0,2.4236821352294896e-05,2
379677197,2,1,1,0.0,2.098863339969201e-06,unknown
336665791,1,1,0,0.0,3.5603338911046825e-06,unknown
382894500,3,1,2,0.0,3.861653957842429e-06,unknown
346872356,10,9,1,0.0,1.8176648031096534e-05,unknown
376255699,2,0,2,0.0,1.7877641509957557e-06,unknown
337276519,1,1,0,0.0,2.5655121234293693e-06,unknown
382123728,1,0,1,0.0,1.7877641509957557e-06,2
340705518,2,1,1,0.0,5.392859276584852e-06,unknown
382913279,3,1,2,0.0,5.935543764689101e-06,unknown
386083038,2,1,1,0.0,7.4424584573067215e-06,unknown
11272270,11,0,11,0.0,1.7877641509957557e-06,unknown
380214648,6,6,0,0.0,2.9853052389976136e-06,2
327402052,2,0,2,0.0,1.7877641509957557e-06,unknown
382990183,3,1,2,0.0,5.392859276584852e-06,unknown
280767228,2,1,1,0.0,3.861653957842429e-06,unknown
382894658,3,1,2,0.0,3.213583040635899e-06,unknown
386040415,2,1,1,0.0,5.392859276584852e-06,unknown
264026083,2,1,1,0.0,5.935543764689101e-06,unknown
386076032,1,0,1,0.0,1.7877641509957557e-06,unknown
382971325,4,3,1,0.0,1.720011533405632e-05,unknown
382885830,3,2,1,0.0,6.737582363247519e-06,2
380211670,5,5,0,0.0,1.4372511714336452e-05,2
385970634,4,1,3,0.0,2.3062627992848314e-06,unknown
260224203,1,1,0,0.0,2.4268593521968864e-06,unknown
380567484,2,1,1,0.0,7.4424584573067215e-06,unknown
60779309,13,0,13,0.0,1.7877641509957557e-06,2
383226586,1,1,0,0.0,1.9074176852163117e-06,2
376257820,2,0,2,0.0,1.7877641509957557e-06,1
382912099,3,1,2,0.0,7.4424584573067215e-06,unknown
382970273,1,1,0,0.0,4.615111304151239e-06,2
34517506,3,0,3,0.0,1.7877641509957557e-06,unknown
